#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpOVwCy7 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:33 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AmoC                 PF04896.11 Ga0073928_1000073153 -            3.6e-07   17.3   0.8   3.6e-07   17.3   0.8   2.4   2   1   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_1000110012 -              0.015    2.2  15.5   0.00011    9.2   4.5   2.8   3   1   0   3   3   3   0 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_1000113340 -              7e-06   13.1   6.3   6.5e-05   10.0   6.3   2.2   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpQdahzS
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpQdahzS 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:33 2017
# [ok]
#                                                                --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name            accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------  -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_1000028111 -             0.0021    4.6   6.9   0.00044    6.8   3.1   1.6   2   0   0   2   2   2   1 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpC0ZFhU
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpC0ZFhU 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:33 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AmoC                 PF04896.11 Ga0073928_1000165619 -            1.4e-06   15.4   0.4   1.4e-06   15.4   0.4   2.5   2   0   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpctLOH0
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpctLOH0 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:33 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_1000008053 -            1.3e-05   11.8   0.0   1.6e-05   11.5   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpqYx2lL
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpqYx2lL 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:34 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_100152198  -            1.6e-05   11.5   0.3   2.6e-05   10.8   0.2   1.3   1   1   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_100172658  -            1.4e-05   12.7   0.0     2e-05   12.2   0.0   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpxkGhS4
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpxkGhS4 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:46 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_100073116  -            1.9e-05   11.2   1.0   1.9e-05   11.2   1.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_100074779  -            5.6e-05    9.7   1.9   9.3e-05    9.0   1.9   1.3   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_100077717  -            1.3e-05   12.2   4.2   3.3e-05   10.9   4.2   1.6   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmp2AApcB
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmp2AApcB 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:46 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_100096181  -            5.6e-06   13.0   0.0   8.4e-06   12.4   0.0   1.3   1   1   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_100097022  -             0.0011    5.9  11.7   5.1e-05   10.3   5.6   2.0   2   1   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_100107054  -            1.1e-95  307.3  16.3   1.3e-95  307.0  16.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_100107055  -           5.7e-158  513.3   0.0  6.4e-158  513.1   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_100107056  -           7.4e-114  367.1  15.5  8.7e-114  366.9  15.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_100111787  -            1.8e-06   15.1   0.3   1.8e-06   15.1   0.3   2.6   2   1   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_100117764  -              3e-07   18.1   1.5   7.2e-07   16.9   1.5   1.6   1   0   0   1   1   1   1 Ammonia monooxygenase
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpGyUCri
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpGyUCri 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:46 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AmoC                 PF04896.11 Ga0073928_100280502  -             0.0057    3.6  13.3   0.00021    8.3   5.6   2.3   2   1   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmplvkeg6
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmplvkeg6 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:46 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AmoC                 PF04896.11 Ga0073928_100057804  -            6.8e-06   13.2   0.1   7.8e-06   13.0   0.1   1.3   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_1000633814 -            2.7e-09   24.8   1.1   2.7e-09   24.8   1.1   1.4   1   1   0   1   1   1   1 Ammonia monooxygenase
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpSn4l3a
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpSn4l3a 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:47 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AmoC                 PF04896.11 Ga0073928_100133302  -            1.2e-05   12.4   0.0   1.9e-05   11.7   0.0   1.3   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_100147361  -            2.3e-06   14.7   0.3   3.1e-06   14.3   0.3   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpkm7EiT
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpkm7EiT 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:47 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AmoC                 PF04896.11 Ga0073928_100244091  -            4.3e-05   10.6   4.6   0.00012    9.0   4.6   1.8   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_100257841  -             0.0093    2.4   8.9    0.0016    4.9   1.4   2.3   2   0   0   2   2   2   2 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpLrGfbL
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpLrGfbL 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:47 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_100213575  -            9.9e-06   12.2   1.6   3.9e-05   10.2   1.7   1.8   1   1   0   1   1   1   1 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmptIkKDc
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmptIkKDc 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:47 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AmoC                 PF04896.11 Ga0073928_100380431  -             0.0046    3.9  13.1   0.00015    8.8   5.8   2.1   2   1   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_100403545  -            1.6e-05   11.5   0.1   2.7e-05   10.8   0.1   1.3   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_100412031  -            4.4e-06   13.8   2.4   1.2e-05   12.3   0.4   2.0   2   0   0   2   2   2   2 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_100412552  -            0.00016    9.2   7.4   0.00027    8.5   2.5   2.6   2   1   0   2   2   2   2 Ammonia monooxygenase
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmp43bRaI
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmp43bRaI 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:59 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_100329041  -            8.3e-06   12.5   0.1   0.00084    5.9   0.0   3.2   2   1   1   3   3   3   2 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_100333523  -           1.3e-103  334.3   1.0  1.6e-103  334.1   1.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_100333524  -            1.2e-46  146.8   0.0   1.7e-46  146.4   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpkRNhek
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpkRNhek 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:59 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_100473173  -            1.6e-05   11.5   0.1   1.8e-05   11.3   0.1   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_100491951  -            1.8e-05   11.3   0.0   2.8e-05   10.7   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpEmCT3p
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpEmCT3p 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:59 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Monooxygenase_B      PF04744.11 Ga0073928_100639861  -            9.1e-07   15.6   0.7   1.4e-06   15.0   0.7   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_100681562  -            1.6e-06   14.8   0.0   2.6e-06   14.1   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpUFSRWf
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpUFSRWf 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:59 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AMO                  PF02461.15 Ga0073928_100794841  -              9e-06   13.3   0.1     1e-05   13.1   0.1   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_100839133  -            8.2e-06   12.5   0.0   1.2e-05   11.9   0.0   1.3   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_100857602  -            1.3e-05   12.8   0.0   1.5e-05   12.6   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_100865221  -            1.2e-05   11.9   0.0   1.2e-05   11.9   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      /tmp/tmpIAquu8
# Target file:     ../amoCAB
# Option settings: hmmscan -o /dev/null --tblout /dev/fd/63 --noali --cpu 1 ../amoCAB /tmp/tmpIAquu8 
# Current dir:     /media/andriy/5E8D984477029FC2/scripts/operon_finder/gen_func_file_parsing
# Date:            Sat Oct  7 22:41:59 2017
# [ok]
#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
